event_id,customer_id,event_type,event_date,session_duration_secs,platform
EVT000844,CUST0071,Report_Generated,2024-01-04,614,Web
EVT000845,CUST0103,Report_Generated,2024-09-26,1377,API
EVT000846,CUST0126,Invite_Sent,2024-08-24,2389,Web
EVT000847,CUST0024,Integration_Connected,2024-11-26,1899,Web
EVT000848,CUST0183,Integration_Connected,2024-07-19,2540,Mobile
EVT000849,CUST0045,Export_Downloaded,2024-05-07,765,API
EVT000850,CUST0188,Export_Downloaded,2024-08-22,1605,API
EVT000851,CUST0047,Feature_A_Used,2024-07-20,2891,API
EVT000852,CUST0062,Feature_B_Used,2024-05-20,2602,Web
EVT000853,CUST0171,Feature_A_Used,2024-12-23,3005,Mobile
EVT000854,CUST0056,Invite_Sent,2024-07-29,3150,Web
EVT000855,CUST0095,Feature_A_Used,2024-02-23,2096,Mobile
EVT000856,CUST0084,Export_Downloaded,2024-08-18,705,Web
EVT000857,CUST0130,Login,2024-08-24,139,Web
EVT000858,CUST0178,Invite_Sent,2024-07-14,1437,Mobile
EVT000859,CUST0050,Export_Downloaded,2024-01-20,73,Web
EVT000860,CUST0182,Feature_B_Used,2024-06-16,2775,Mobile
EVT000861,CUST0125,Invite_Sent,2024-02-04,368,Web
EVT000862,CUST0063,Invite_Sent,2024-03-12,1958,Mobile
EVT000863,CUST0042,Feature_B_Used,2024-01-10,2516,Web
EVT000864,CUST0076,Feature_A_Used,2024-09-30,3066,Web
EVT000865,CUST0020,Login,2024-12-12,1149,Web
EVT000866,CUST0092,Feature_B_Used,2024-04-20,2956,Web
EVT000867,CUST0173,Report_Generated,2024-08-14,2883,Web
EVT000868,CUST0163,Feature_A_Used,2024-07-18,2857,Web
EVT000869,CUST0014,Login,2024-01-25,3193,Web
EVT000870,CUST0052,Report_Generated,2024-07-10,1007,Web
EVT000871,CUST0005,Export_Downloaded,2024-01-15,89,Web
EVT000872,CUST0050,Feature_A_Used,2024-04-22,425,Mobile
EVT000873,CUST0171,Feature_B_Used,2024-03-26,210,Web
EVT000874,CUST0028,Dashboard_Viewed,2024-06-14,2332,Mobile
EVT000875,CUST0160,Report_Generated,2024-10-04,1648,API
EVT000876,CUST0031,Report_Generated,2024-04-19,463,Web
EVT000877,CUST0045,Login,2024-07-24,2708,Web
EVT000878,CUST0100,Report_Generated,2024-08-22,931,Web
EVT000879,CUST0072,Dashboard_Viewed,2024-01-23,305,API
EVT000880,CUST0106,Integration_Connected,2024-11-02,2076,API
EVT000881,CUST0027,Feature_B_Used,2024-05-08,418,Web
EVT000882,CUST0162,Export_Downloaded,2024-12-13,3189,Mobile
EVT000883,CUST0086,Feature_B_Used,2024-11-21,3149,API
EVT000884,CUST0082,Invite_Sent,2024-02-04,1402,Web
EVT000885,CUST0150,Invite_Sent,2024-07-14,2123,Mobile
EVT000886,CUST0060,Login,2024-04-29,116,Mobile
EVT000887,CUST0032,Integration_Connected,2024-05-01,3052,Web
EVT000888,CUST0063,Feature_A_Used,2024-01-31,593,Web
EVT000889,CUST0076,Report_Generated,2024-03-18,1569,Web
EVT000890,CUST0010,Report_Generated,2024-11-02,1847,Mobile
EVT000891,CUST0085,Feature_B_Used,2024-05-22,1330,Mobile
EVT000892,CUST0195,Login,2024-09-23,3273,API
EVT000893,CUST0166,Integration_Connected,2024-01-13,968,Mobile
EVT000894,CUST0085,Dashboard_Viewed,2024-05-04,873,Web
EVT000895,CUST0171,Report_Generated,2024-12-17,2881,Mobile
EVT000896,CUST0156,Export_Downloaded,2024-09-23,1347,Web
EVT000897,CUST0162,Login,2024-02-03,3592,Web
EVT000898,CUST0050,Login,2024-11-20,609,API
EVT000899,CUST0033,Feature_A_Used,2024-03-29,2457,Web
EVT000900,CUST0053,Report_Generated,2024-09-16,350,Web
EVT000901,CUST0120,Integration_Connected,2024-03-25,2985,Web
EVT000902,CUST0109,Feature_B_Used,2024-11-06,1049,Web
EVT000903,CUST0148,Invite_Sent,2024-11-21,854,Web
EVT000904,CUST0124,Feature_A_Used,2024-07-03,1661,Web
EVT000905,CUST0121,Invite_Sent,2024-08-04,2099,Mobile
EVT000906,CUST0111,Feature_B_Used,2024-09-03,111,Mobile
EVT000907,CUST0110,Feature_A_Used,2024-06-02,2467,Web
EVT000908,CUST0142,Feature_B_Used,2024-05-11,1588,Web
EVT000909,CUST0117,Integration_Connected,2024-07-11,2332,Mobile
EVT000910,CUST0019,Dashboard_Viewed,2024-03-10,2958,Web
EVT000911,CUST0040,Report_Generated,2024-01-03,82,API
EVT000912,CUST0187,Dashboard_Viewed,2024-09-08,1687,API
EVT000913,CUST0102,Dashboard_Viewed,2024-07-15,2035,Web
EVT000914,CUST0151,Feature_A_Used,2024-07-28,189,API
EVT000915,CUST0032,Export_Downloaded,2024-10-16,695,Web
EVT000916,CUST0112,Integration_Connected,2024-06-27,2117,Mobile
EVT000917,CUST0163,Dashboard_Viewed,2024-12-22,266,Mobile
EVT000918,CUST0109,Report_Generated,2024-05-04,1986,Web
EVT000919,CUST0093,Login,2024-12-23,2756,Mobile
EVT000920,CUST0067,Invite_Sent,2024-12-14,633,Web
EVT000921,CUST0155,Feature_B_Used,2024-01-07,508,Mobile
EVT000922,CUST0165,Export_Downloaded,2024-07-22,2922,Web
EVT000923,CUST0021,Report_Generated,2024-08-04,709,Mobile
EVT000924,CUST0065,Integration_Connected,2024-09-13,2213,Mobile
EVT000925,CUST0098,Integration_Connected,2024-07-29,3112,API
EVT000926,CUST0187,Feature_A_Used,2024-02-25,2635,Web
EVT000927,CUST0089,Feature_B_Used,2024-05-17,3096,Web
EVT000928,CUST0192,Export_Downloaded,2024-12-23,1291,Web
EVT000929,CUST0044,Invite_Sent,2024-01-01,426,Web
EVT000930,CUST0179,Export_Downloaded,2024-09-25,1737,Mobile
EVT000931,CUST0188,Export_Downloaded,2024-03-28,752,Web
EVT000932,CUST0181,Feature_B_Used,2024-04-11,2022,Web
EVT000933,CUST0029,Invite_Sent,2024-10-17,3365,Web
EVT000934,CUST0052,Login,2024-04-03,3344,Mobile
EVT000935,CUST0067,Export_Downloaded,2024-08-13,2597,API
EVT000936,CUST0028,Feature_B_Used,2024-02-10,1230,Web
EVT000937,CUST0032,Integration_Connected,2024-02-02,1431,Web
EVT000938,CUST0061,Invite_Sent,2024-09-05,2785,Mobile
EVT000939,CUST0003,Login,2024-05-16,3109,API
EVT000940,CUST0171,Login,2024-02-19,894,Web
EVT000941,CUST0002,Export_Downloaded,2024-11-04,2160,API
EVT000942,CUST0195,Integration_Connected,2024-09-05,1968,Mobile
EVT000943,CUST0155,Export_Downloaded,2024-06-21,1548,Mobile
EVT000944,CUST0088,Dashboard_Viewed,2024-05-02,1509,Mobile
EVT000945,CUST0097,Login,2024-07-01,1382,Mobile
EVT000946,CUST0001,Invite_Sent,2024-12-23,1675,Mobile
EVT000947,CUST0036,Login,2024-11-04,533,API
EVT000948,CUST0072,Report_Generated,2024-07-07,1881,Mobile
EVT000949,CUST0169,Invite_Sent,2024-09-20,1722,Mobile
EVT000950,CUST0001,Dashboard_Viewed,2024-01-09,2625,Web
EVT000951,CUST0012,Dashboard_Viewed,2024-12-13,1849,Web
EVT000952,CUST0125,Export_Downloaded,2024-11-09,3282,Web
EVT000953,CUST0110,Invite_Sent,2024-12-03,3540,Mobile
EVT000954,CUST0026,Export_Downloaded,2024-05-30,2516,Web
EVT000955,CUST0037,Login,2024-03-06,2069,Mobile
EVT000956,CUST0078,Invite_Sent,2024-03-27,1857,API
EVT000957,CUST0124,Report_Generated,2024-05-04,896,Web
EVT000958,CUST0169,Feature_A_Used,2024-02-24,1811,API
EVT000959,CUST0008,Feature_B_Used,2024-06-16,1600,Mobile
EVT000960,CUST0057,Integration_Connected,2024-12-06,1980,API
EVT000961,CUST0172,Feature_A_Used,2024-12-06,586,API
EVT000962,CUST0163,Invite_Sent,2024-02-16,3288,Mobile
EVT000963,CUST0058,Feature_A_Used,2024-11-25,1435,Web
EVT000964,CUST0184,Export_Downloaded,2024-11-30,2660,Mobile
EVT000965,CUST0112,Report_Generated,2024-04-24,1091,Web
EVT000966,CUST0023,Feature_A_Used,2024-02-15,1423,Mobile
EVT000967,CUST0049,Feature_A_Used,2024-10-20,1536,Web
EVT000968,CUST0081,Export_Downloaded,2024-10-22,3048,Web
EVT000969,CUST0016,Report_Generated,2024-07-17,1765,Web
EVT000970,CUST0094,Feature_B_Used,2024-09-23,2748,Mobile
EVT000971,CUST0057,Feature_A_Used,2024-07-21,67,Web
EVT000972,CUST0118,Dashboard_Viewed,2024-03-15,3372,API
EVT000973,CUST0057,Invite_Sent,2024-12-14,1896,Web
EVT000974,CUST0073,Feature_B_Used,2024-12-06,3508,Mobile
EVT000975,CUST0180,Login,2024-11-02,1341,Web
EVT000976,CUST0177,Feature_A_Used,2024-05-20,3502,Mobile
EVT000977,CUST0123,Report_Generated,2024-09-10,1223,Mobile
EVT000978,CUST0097,Login,2024-06-19,655,Mobile
EVT000979,CUST0054,Report_Generated,2024-12-24,3043,Web
EVT000980,CUST0199,Feature_B_Used,2024-09-06,3009,Web
EVT000981,CUST0169,Feature_B_Used,2024-01-12,2274,Web
EVT000982,CUST0109,Invite_Sent,2024-06-27,3133,Web
EVT000983,CUST0019,Integration_Connected,2024-05-24,2882,API
EVT000984,CUST0180,Export_Downloaded,2024-02-19,566,Web
EVT000985,CUST0149,Login,2024-12-29,1275,Web
EVT000986,CUST0042,Feature_B_Used,2024-08-14,2880,Web
EVT000987,CUST0038,Report_Generated,2024-04-21,3324,Mobile
EVT000988,CUST0189,Login,2024-07-04,3003,API
EVT000989,CUST0027,Feature_B_Used,2024-07-11,1779,Mobile
EVT000990,CUST0044,Login,2024-02-19,1486,API
EVT000991,CUST0046,Login,2024-03-01,2141,Mobile
EVT000992,CUST0152,Export_Downloaded,2024-03-17,2598,Mobile
EVT000993,CUST0063,Login,2024-03-01,1016,Web
EVT000994,CUST0078,Feature_B_Used,2024-11-30,3082,Web
EVT000995,CUST0178,Feature_A_Used,2024-08-25,3572,Mobile
EVT000996,CUST0098,Integration_Connected,2024-11-19,2705,Web
EVT000997,CUST0003,Feature_A_Used,2024-02-29,368,Web
EVT000998,CUST0165,Report_Generated,2024-01-12,2433,Web
EVT000999,CUST0147,Invite_Sent,2024-05-20,2871,Mobile
EVT001000,CUST0152,Feature_B_Used,2024-07-15,2013,API
EVT001001,CUST0180,Export_Downloaded,2024-06-01,2370,Web
EVT001002,CUST0084,Feature_A_Used,2024-12-31,3561,Mobile
EVT001003,CUST0048,Export_Downloaded,2024-12-24,110,Web
EVT001004,CUST0138,Invite_Sent,2024-02-02,2155,Mobile
EVT001005,CUST0138,Feature_A_Used,2024-04-16,2727,API
EVT001006,CUST0047,Feature_B_Used,2024-01-03,2302,Web
EVT001007,CUST0081,Feature_A_Used,2024-01-21,557,Web
EVT001008,CUST0168,Feature_B_Used,2024-02-14,2333,Web
EVT001009,CUST0193,Login,2024-02-13,540,Web
EVT001010,CUST0094,Feature_B_Used,2024-08-04,2725,Web
EVT001011,CUST0077,Login,2024-09-22,3236,Web
EVT001012,CUST0137,Invite_Sent,2024-03-12,2393,Web
EVT001013,CUST0081,Dashboard_Viewed,2024-11-06,2234,Web
EVT001014,CUST0177,Feature_A_Used,2024-12-05,3387,Web
EVT001015,CUST0010,Report_Generated,2024-03-13,1257,API
EVT001016,CUST0056,Feature_B_Used,2024-11-04,2291,Web
EVT001017,CUST0092,Integration_Connected,2024-03-06,3016,Mobile
EVT001018,CUST0020,Integration_Connected,2024-05-13,1593,Mobile
EVT001019,CUST0042,Export_Downloaded,2024-08-21,371,API
EVT001020,CUST0174,Export_Downloaded,2024-12-21,616,Web
EVT001021,CUST0019,Integration_Connected,2024-11-20,2884,Mobile
EVT001022,CUST0183,Dashboard_Viewed,2024-10-15,2722,Mobile
EVT001023,CUST0131,Feature_B_Used,2024-08-02,3395,Web
EVT001024,CUST0112,Export_Downloaded,2024-01-14,2502,Web
EVT001025,CUST0070,Feature_A_Used,2024-09-29,480,Mobile
EVT001026,CUST0105,Feature_A_Used,2024-06-17,2652,Web
EVT001027,CUST0086,Integration_Connected,2024-03-15,3588,Mobile
EVT001028,CUST0071,Login,2024-02-20,1574,API
EVT001029,CUST0057,Export_Downloaded,2024-02-23,3236,API
EVT001030,CUST0045,Integration_Connected,2024-10-28,3394,Mobile
EVT001031,CUST0025,Dashboard_Viewed,2024-12-24,2373,API
EVT001032,CUST0142,Integration_Connected,2024-11-07,435,API
EVT001033,CUST0044,Dashboard_Viewed,2024-07-18,770,Web
EVT001034,CUST0190,Export_Downloaded,2024-09-01,2456,Web
EVT001035,CUST0003,Feature_B_Used,2024-12-02,547,Web
EVT001036,CUST0146,Integration_Connected,2024-01-28,3001,Mobile
EVT001037,CUST0095,Report_Generated,2024-12-13,2523,Web
EVT001038,CUST0118,Feature_B_Used,2024-08-12,1479,Mobile
EVT001039,CUST0129,Integration_Connected,2024-05-21,1782,Web
EVT001040,CUST0184,Report_Generated,2024-06-05,2633,API
EVT001041,CUST0079,Export_Downloaded,2024-06-09,3492,Web
EVT001042,CUST0021,Feature_A_Used,2024-05-02,413,Web
EVT001043,CUST0015,Feature_A_Used,2024-05-26,2299,API
EVT001044,CUST0003,Export_Downloaded,2024-12-12,2113,API
EVT001045,CUST0035,Invite_Sent,2024-09-11,2139,Mobile
EVT001046,CUST0174,Feature_A_Used,2024-07-26,86,Mobile
EVT001047,CUST0191,Login,2024-12-31,1770,Mobile
EVT001048,CUST0192,Dashboard_Viewed,2024-05-05,3056,Mobile
EVT001049,CUST0136,Login,2024-11-06,1867,API
EVT001050,CUST0173,Report_Generated,2024-03-30,337,Web
EVT001051,CUST0035,Dashboard_Viewed,2024-01-27,1761,Web
EVT001052,CUST0044,Dashboard_Viewed,2024-02-27,1414,API
EVT001053,CUST0064,Feature_A_Used,2024-05-28,1255,Web
EVT001054,CUST0068,Report_Generated,2024-01-02,3052,Mobile
EVT001055,CUST0101,Report_Generated,2024-06-05,2663,Web
EVT001056,CUST0010,Invite_Sent,2024-11-12,3504,Web
EVT001057,CUST0092,Login,2024-11-11,1915,Web
EVT001058,CUST0091,Feature_A_Used,2024-01-03,1462,API
EVT001059,CUST0048,Export_Downloaded,2024-06-30,66,Web
EVT001060,CUST0126,Report_Generated,2024-02-13,2197,Web
EVT001061,CUST0040,Export_Downloaded,2024-03-04,2026,Web
EVT001062,CUST0197,Integration_Connected,2024-04-25,1957,Web
EVT001063,CUST0077,Dashboard_Viewed,2024-08-07,776,Web
EVT001064,CUST0069,Feature_A_Used,2024-08-12,2718,Mobile
EVT001065,CUST0042,Feature_B_Used,2024-06-30,3090,Web
EVT001066,CUST0092,Report_Generated,2024-02-26,806,Web
EVT001067,CUST0035,Export_Downloaded,2024-08-03,3077,Web
EVT001068,CUST0009,Feature_B_Used,2024-12-07,845,API
EVT001069,CUST0171,Integration_Connected,2024-03-01,1754,Web
EVT001070,CUST0127,Feature_B_Used,2024-06-15,3106,Mobile
EVT001071,CUST0103,Export_Downloaded,2024-03-08,479,API
EVT001072,CUST0006,Feature_B_Used,2024-03-20,1439,Web
EVT001073,CUST0197,Report_Generated,2024-01-27,2808,Mobile
EVT001074,CUST0110,Login,2024-08-10,1996,Web
EVT001075,CUST0125,Feature_A_Used,2024-08-07,1044,Mobile
EVT001076,CUST0187,Feature_B_Used,2024-05-07,1181,Mobile
EVT001077,CUST0068,Report_Generated,2024-12-07,3391,Web
EVT001078,CUST0122,Feature_A_Used,2024-12-24,3021,Web
EVT001079,CUST0047,Report_Generated,2024-10-29,2606,Mobile
EVT001080,CUST0059,Feature_A_Used,2024-03-08,1673,Web
EVT001081,CUST0050,Feature_B_Used,2024-08-06,102,Mobile
EVT001082,CUST0024,Login,2024-07-13,1698,Web
EVT001083,CUST0180,Report_Generated,2024-04-23,1406,Web
EVT001084,CUST0016,Export_Downloaded,2024-11-25,241,Web
EVT001085,CUST0069,Dashboard_Viewed,2024-05-23,1467,Mobile
EVT001086,CUST0064,Dashboard_Viewed,2024-01-25,774,Web
EVT001087,CUST0014,Dashboard_Viewed,2024-04-18,1198,Web
EVT001088,CUST0156,Feature_A_Used,2024-08-08,787,Web
EVT001089,CUST0126,Dashboard_Viewed,2024-06-20,1276,Web
EVT001090,CUST0172,Login,2024-12-15,2290,Mobile
EVT001091,CUST0034,Dashboard_Viewed,2024-07-03,3066,Mobile
EVT001092,CUST0191,Dashboard_Viewed,2024-05-01,2693,Web
EVT001093,CUST0150,Export_Downloaded,2024-02-14,465,Web
EVT001094,CUST0191,Feature_A_Used,2024-01-22,2432,API
EVT001095,CUST0168,Report_Generated,2024-04-08,2916,Web
EVT001096,CUST0026,Feature_A_Used,2024-10-06,2565,Web
EVT001097,CUST0186,Invite_Sent,2024-04-13,2215,Mobile
EVT001098,CUST0012,Feature_B_Used,2024-04-08,1742,Web
EVT001099,CUST0065,Dashboard_Viewed,2024-07-06,1866,Mobile
EVT001100,CUST0031,Export_Downloaded,2024-02-04,2007,Web
EVT001101,CUST0129,Login,2024-03-26,2484,Web
EVT001102,CUST0034,Integration_Connected,2024-01-24,2349,Web
EVT001103,CUST0178,Report_Generated,2024-07-22,2057,Mobile
EVT001104,CUST0132,Feature_A_Used,2024-03-25,1823,Mobile
EVT001105,CUST0099,Export_Downloaded,2024-07-24,2517,Web
EVT001106,CUST0048,Login,2024-03-22,2372,Web
EVT001107,CUST0179,Login,2024-09-19,1895,Web
EVT001108,CUST0185,Integration_Connected,2024-06-04,3521,Web
EVT001109,CUST0182,Integration_Connected,2024-10-09,517,Web
EVT001110,CUST0012,Report_Generated,2024-05-29,190,Mobile
EVT001111,CUST0072,Feature_B_Used,2024-05-18,3268,Web
EVT001112,CUST0064,Report_Generated,2024-09-30,505,Web
EVT001113,CUST0089,Dashboard_Viewed,2024-06-15,370,API
EVT001114,CUST0141,Integration_Connected,2024-03-09,1702,API
EVT001115,CUST0076,Dashboard_Viewed,2024-01-30,2593,Mobile
EVT001116,CUST0092,Report_Generated,2024-05-23,753,Web
EVT001117,CUST0005,Feature_A_Used,2024-12-18,1594,API
EVT001118,CUST0066,Report_Generated,2024-08-14,933,Web
EVT001119,CUST0053,Export_Downloaded,2024-03-20,1857,Web
EVT001120,CUST0186,Export_Downloaded,2024-07-07,637,API
EVT001121,CUST0024,Invite_Sent,2024-04-02,1911,Web
EVT001122,CUST0046,Report_Generated,2024-10-18,2039,API
EVT001123,CUST0047,Integration_Connected,2024-01-11,1300,Web
EVT001124,CUST0046,Export_Downloaded,2024-12-17,2519,Web
EVT001125,CUST0037,Feature_A_Used,2024-08-06,1034,Web
EVT001126,CUST0166,Export_Downloaded,2024-02-21,2996,Web
EVT001127,CUST0187,Login,2024-11-04,438,Web
EVT001128,CUST0006,Feature_A_Used,2024-01-07,3157,Mobile
EVT001129,CUST0012,Feature_B_Used,2024-05-07,3184,Web
EVT001130,CUST0037,Login,2024-01-05,3272,Web
EVT001131,CUST0189,Dashboard_Viewed,2024-12-28,378,Web
EVT001132,CUST0123,Invite_Sent,2024-03-24,1289,Web
EVT001133,CUST0040,Report_Generated,2024-01-29,2256,Mobile
EVT001134,CUST0161,Feature_A_Used,2024-01-11,3408,Web
EVT001135,CUST0140,Integration_Connected,2024-02-22,2125,API
EVT001136,CUST0107,Feature_B_Used,2024-01-01,948,Web
EVT001137,CUST0110,Export_Downloaded,2024-03-16,1477,Mobile
EVT001138,CUST0058,Export_Downloaded,2024-12-17,2958,Mobile
EVT001139,CUST0029,Invite_Sent,2024-03-27,481,Web
EVT001140,CUST0073,Dashboard_Viewed,2024-02-09,2551,Web
EVT001141,CUST0093,Feature_A_Used,2024-01-23,2506,Web
EVT001142,CUST0110,Dashboard_Viewed,2024-11-03,772,Mobile
EVT001143,CUST0039,Integration_Connected,2024-11-15,3378,Web
EVT001144,CUST0027,Integration_Connected,2024-09-12,2740,Web
EVT001145,CUST0068,Feature_A_Used,2024-01-02,3559,API
EVT001146,CUST0039,Feature_B_Used,2024-06-12,635,Web
EVT001147,CUST0185,Invite_Sent,2024-02-04,493,Web
EVT001148,CUST0187,Integration_Connected,2024-03-15,400,Web
EVT001149,CUST0033,Feature_B_Used,2024-07-16,1474,Web
EVT001150,CUST0109,Invite_Sent,2024-12-21,1725,Mobile
EVT001151,CUST0163,Dashboard_Viewed,2024-03-11,3315,API
EVT001152,CUST0063,Export_Downloaded,2024-08-02,2280,Web
EVT001153,CUST0137,Invite_Sent,2024-09-29,2226,Mobile
EVT001154,CUST0099,Feature_A_Used,2024-10-24,2958,Web
EVT001155,CUST0148,Report_Generated,2024-12-25,387,Web
EVT001156,CUST0001,Report_Generated,2024-01-09,1514,Web
EVT001157,CUST0035,Feature_A_Used,2024-01-31,1460,Web
EVT001158,CUST0200,Feature_B_Used,2024-05-30,1915,Web
EVT001159,CUST0142,Export_Downloaded,2024-05-04,893,Mobile
EVT001160,CUST0015,Feature_B_Used,2024-03-01,2879,Mobile
EVT001161,CUST0097,Login,2024-12-22,1769,Web
EVT001162,CUST0180,Feature_A_Used,2024-12-05,2412,Web
EVT001163,CUST0153,Feature_B_Used,2024-01-16,631,Web
EVT001164,CUST0021,Report_Generated,2024-02-09,81,Web
EVT001165,CUST0107,Feature_B_Used,2024-04-03,1954,Mobile
EVT001166,CUST0192,Integration_Connected,2024-08-28,1715,Mobile
EVT001167,CUST0114,Login,2024-05-26,485,Web
EVT001168,CUST0165,Login,2024-11-05,3106,Web
EVT001169,CUST0042,Login,2024-07-21,3440,Web
EVT001170,CUST0117,Integration_Connected,2024-10-19,2085,Web
EVT001171,CUST0059,Export_Downloaded,2024-03-21,1143,API
EVT001172,CUST0134,Export_Downloaded,2024-03-05,3073,Web
EVT001173,CUST0159,Login,2024-04-22,1636,Web
EVT001174,CUST0191,Feature_A_Used,2024-12-20,1948,Web
EVT001175,CUST0168,Export_Downloaded,2024-07-13,705,Web
EVT001176,CUST0096,Export_Downloaded,2024-04-09,1135,Web
EVT001177,CUST0020,Dashboard_Viewed,2024-11-04,3219,Mobile
EVT001178,CUST0008,Report_Generated,2024-05-24,696,Web
EVT001179,CUST0017,Report_Generated,2024-11-01,74,Mobile
EVT001180,CUST0080,Report_Generated,2024-10-09,856,Mobile
EVT001181,CUST0009,Report_Generated,2024-05-17,378,API
EVT001182,CUST0145,Login,2024-10-15,3266,Web
EVT001183,CUST0013,Dashboard_Viewed,2024-02-17,1294,Web
EVT001184,CUST0092,Integration_Connected,2024-07-22,2078,Web
EVT001185,CUST0193,Export_Downloaded,2024-07-01,560,Mobile
EVT001186,CUST0025,Dashboard_Viewed,2024-07-27,3066,Web
EVT001187,CUST0129,Feature_B_Used,2024-01-13,2435,Mobile
EVT001188,CUST0123,Login,2024-05-28,690,Web
EVT001189,CUST0119,Feature_A_Used,2024-11-16,412,API
EVT001190,CUST0060,Report_Generated,2024-12-14,2709,Web
EVT001191,CUST0184,Feature_B_Used,2024-09-13,2144,API
EVT001192,CUST0156,Dashboard_Viewed,2024-08-17,3246,Web
EVT001193,CUST0075,Dashboard_Viewed,2024-11-15,3535,API
EVT001194,CUST0011,Export_Downloaded,2024-05-02,885,API
EVT001195,CUST0156,Feature_A_Used,2024-03-19,2352,Mobile
EVT001196,CUST0128,Feature_A_Used,2024-01-08,614,Mobile
EVT001197,CUST0080,Feature_A_Used,2024-09-12,415,Web
EVT001198,CUST0044,Integration_Connected,2024-03-23,309,Web
EVT001199,CUST0094,Dashboard_Viewed,2024-02-15,321,Web
EVT001200,CUST0198,Invite_Sent,2024-05-12,1968,API
EVT001201,CUST0196,Invite_Sent,2024-11-28,605,API
EVT001202,CUST0146,Invite_Sent,2024-01-21,1518,API
EVT001203,CUST0103,Export_Downloaded,2024-11-13,2817,Web
EVT001204,CUST0094,Dashboard_Viewed,2024-07-10,371,Mobile
EVT001205,CUST0130,Invite_Sent,2024-05-14,2825,Web
EVT001206,CUST0165,Login,2024-05-05,2896,Mobile
EVT001207,CUST0003,Feature_B_Used,2024-02-23,1220,Web
EVT001208,CUST0146,Export_Downloaded,2024-02-07,943,Web
EVT001209,CUST0119,Feature_A_Used,2024-06-27,1938,Web
EVT001210,CUST0137,Invite_Sent,2024-02-25,381,Web
EVT001211,CUST0028,Export_Downloaded,2024-08-09,847,Web
EVT001212,CUST0017,Dashboard_Viewed,2024-06-24,2505,Web
EVT001213,CUST0180,Invite_Sent,2024-02-28,1170,Web
EVT001214,CUST0140,Feature_B_Used,2024-08-28,626,Mobile
EVT001215,CUST0082,Login,2024-11-03,3201,Web
EVT001216,CUST0093,Export_Downloaded,2024-08-30,904,Web
EVT001217,CUST0006,Export_Downloaded,2024-05-18,1062,Mobile
EVT001218,CUST0022,Feature_B_Used,2024-02-05,1151,Web
EVT001219,CUST0077,Invite_Sent,2024-08-02,2179,Web
EVT001220,CUST0067,Feature_B_Used,2024-01-28,408,API
EVT001221,CUST0110,Dashboard_Viewed,2024-06-01,703,Web
EVT001222,CUST0108,Invite_Sent,2024-08-31,2223,Mobile
EVT001223,CUST0042,Export_Downloaded,2024-06-30,2868,Web
EVT001224,CUST0003,Report_Generated,2024-02-09,2990,Mobile
EVT001225,CUST0158,Feature_B_Used,2024-06-14,2750,API
EVT001226,CUST0188,Dashboard_Viewed,2024-01-08,646,API
EVT001227,CUST0038,Invite_Sent,2024-06-11,495,Mobile
EVT001228,CUST0173,Export_Downloaded,2024-05-14,2162,Mobile
EVT001229,CUST0116,Feature_B_Used,2024-11-20,1870,Mobile
EVT001230,CUST0149,Feature_A_Used,2024-01-19,925,Mobile
EVT001231,CUST0049,Export_Downloaded,2024-12-22,2266,Mobile
EVT001232,CUST0154,Export_Downloaded,2024-04-20,1455,Web
EVT001233,CUST0049,Login,2024-07-08,3363,Web
EVT001234,CUST0078,Integration_Connected,2024-09-14,3384,API
EVT001235,CUST0180,Invite_Sent,2024-11-28,1897,Web
EVT001236,CUST0091,Dashboard_Viewed,2024-10-04,1774,Web
EVT001237,CUST0196,Dashboard_Viewed,2024-02-28,750,Web
EVT001238,CUST0096,Feature_B_Used,2024-10-10,2466,Web
EVT001239,CUST0112,Export_Downloaded,2024-05-25,3491,Mobile
EVT001240,CUST0175,Export_Downloaded,2024-11-20,1190,Mobile
EVT001241,CUST0026,Feature_A_Used,2024-02-23,397,Mobile
EVT001242,CUST0158,Export_Downloaded,2024-02-23,2063,Mobile
EVT001243,CUST0160,Feature_A_Used,2024-11-20,1849,Web
EVT001244,CUST0009,Integration_Connected,2024-08-03,897,Web
EVT001245,CUST0117,Export_Downloaded,2024-02-28,831,API
EVT001246,CUST0032,Dashboard_Viewed,2024-08-25,1721,API
EVT001247,CUST0166,Export_Downloaded,2024-01-04,1564,Mobile
EVT001248,CUST0130,Integration_Connected,2024-05-17,2727,Web
EVT001249,CUST0107,Report_Generated,2024-01-03,1728,Web
EVT001250,CUST0007,Feature_B_Used,2024-07-10,3473,Mobile
EVT001251,CUST0190,Dashboard_Viewed,2024-06-20,728,API
EVT001252,CUST0111,Report_Generated,2024-10-11,1633,Web
EVT001253,CUST0165,Export_Downloaded,2024-01-27,3312,API
EVT001254,CUST0110,Feature_B_Used,2024-11-21,1629,API
EVT001255,CUST0045,Export_Downloaded,2024-06-11,2148,Web
EVT001256,CUST0060,Feature_A_Used,2024-12-29,3311,Web
EVT001257,CUST0031,Export_Downloaded,2024-11-17,1095,Mobile
EVT001258,CUST0041,Dashboard_Viewed,2024-04-14,411,Web
EVT001259,CUST0112,Login,2024-11-17,3184,Web
EVT001260,CUST0008,Feature_A_Used,2024-10-19,1596,Web
EVT001261,CUST0188,Feature_B_Used,2024-08-20,2628,Mobile
EVT001262,CUST0092,Feature_B_Used,2024-05-02,2702,API
EVT001263,CUST0077,Report_Generated,2024-10-01,3472,Web
